address,balance,
MAN.HgXomcSbCeoaT4kzHbmi9BxrvBcG,14936.531897204723299941,
MAN.HiHwD9554xQ4anBXvncLAFsgKBKQ,0.106702933,
MAN.HkfNFb8ZRb6uQZgXmZ77nE14PdhT,0.365786262,
MAN.HkyCrwfEHu6ELKEiqiGfG7kGwNM6,0.957460616,
MAN.HmsLmYcorzywjnjRs6of4CAi7WDp,0.37440340958,
MAN.HrqnWsdfyunc15PcXP7Urd4nZb3s,1,
MAN.Hu6agJFecEhScZaQLdHhKU9sSPXh,90035.499424490047867317,
MAN.Hx1DBype7CP9GwptJtRU48TyQCz5,0.341455348,
MAN.HziSPuCsuKZ3eNn7DXboPV4H7gBQ,254.47036876,
MAN.J118hWJFHu62NWcBVK1wmhBmzRs6,12129.653299410414451592,
MAN.J2btGgdES5ci8ePeT221tRzKtcr5,0.109685083,
MAN.J5gsUqrshxWkQ7QectyRQp4kVjg6,1,
MAN.J8b9jMpXhiT8PzXEUjW8LLy2G4Ba,3539,
MAN.JBVZ1uvr3mdGABRJhFQbofLrPzAq,11,
MAN.JCiP4qvoW6C65CNAof1W5whp9WWW,0.155640381,
MAN.JGZczVrRhSpa9i4JSgwN1AqziVLX,0.961099466,
MAN.JGoTi1vEZDyyaftd6RH1XG4y4d9a,0,
MAN.JQFxmWTTB3ZumdHCQbXkiEH87CBn,0.572064302,
MAN.JRqkP1MCH7XgvaMQk5WusRNnDVrp,0.143286351,
MAN.JUSvSgCsndxLmqhHe95LpHmD1THR,17032.42334437,
MAN.JVGJ7kceUw6T7ihuZxS9jbFLw2Do,0.645765256,
MAN.JcQmXTzHrqxs52rT5oSRieNLpRBc,0.735540574,
MAN.JdLLx7JHKzMdsx2nHXFr5goM19um,0.977840408,
MAN.JfVVFyiUqbvqPZA7unftJkacQuUF,1086.510584347890896032,
MAN.JrkTLAVatNrTYWFCRG8caofqgnQs,38104.611632568789387899,
MAN.JsNWqxa7HwvHm5nQ4kGALA883DU7,0.862220141,
MAN.JtAKXqkUJUdMQFeph1yY6yxWwVX7,0.967761491,
MAN.JuwvXPz2zcS7RVr4WVFbQuiog9wN,10,
MAN.Jvgf5hKDnXtSkcarpMtUUx5Ah5Pn,0.181571286,
MAN.Jzo7koG1mAQXBrp9PP1npbgKv4AU,26423.096451938710217516,
MAN.K23T37odGgP14fvd9N9dN3YuQBcg,1.319626542468952385,
MAN.K4WdkkBCMnzQc5bHJfmN95yYouA5,165784.77492799,
MAN.K5FdLtoD2y352ZEpvEeEcXvfoZZ8,0.838225779,
MAN.K5TZjwT7HCUEfaR7fvMCA3L2oEsi,0.66427426,
MAN.KCV8Cn8MhBJHQKSdZ9oPRqeYfF9E,117.85807770587612021,
